m;151;86;48;Ausdauersport;Untergewicht
m;151;86;44;Ausdauersport;Normalgewicht
w;155;86;71;keinSport;Normalgewicht
m;165;86;55;Ausdauersport;Normalgewicht
w;152;86;49;Ausdauersport;Untergewicht
w;162;86;64;keinSport;Untergewicht
m;157;86;65;keinSport;Normalgewicht
m;166;86;79;Kraftsport;Normalgewicht
m;165;86;59;Ausdauersport;Untergewicht
w;147;86;63;Ausdauersport;Normalgewicht
w;150;86;41;keinSport;Untergewicht
m;168;86;56;Ausdauersport;Normalgewicht
m;158;86;65;keinSport;Normalgewicht
m;165;86;54;Ausdauersport;Untergewicht
w;146;86;52;Ausdauersport;Untergewicht
w;150;86;71;keinSport;Uebergewicht
w;164;86;76;keinSport;Normalgewicht
