w;151;39;91;keinSport;Uebergewicht
w;153;39;88;keinSport;Uebergewicht
m;161;39;45;Ausdauersport;Untergewicht
w;145;39;106;Kraftsport;Uebergewicht
m;161;39;87;Ausdauersport;Uebergewicht
m;163;39;69;keinSport;Normalgewicht
m;164;39;65;keinSport;Normalgewicht
w;154;39;53;Ausdauersport;Normalgewicht
m;155;39;60;keinSport;Normalgewicht
w;146;39;77;Kraftsport;Uebergewicht
m;170;39;78;Ausdauersport;Normalgewicht
w;155;39;115;keinSport;Uebergewicht
m;168;39;47;Ausdauersport;Untergewicht
m;168;39;66;Kraftsport;Normalgewicht
m;161;39;128;Kraftsport;Uebergewicht
m;158;39;55;keinSport;Normalgewicht
m;159;39;67;Ausdauersport;Normalgewicht
m;174;39;60;Ausdauersport;Untergewicht
m;157;39;67;Kraftsport;Normalgewicht
w;150;39;78;Ausdauersport;Uebergewicht
w;147;39;84;Ausdauersport;Uebergewicht
w;155;39;58;keinSport;Normalgewicht
w;160;39;53;Ausdauersport;Normalgewicht
w;153;39;60;Ausdauersport;Normalgewicht
w;155;39;70;keinSport;Uebergewicht
m;165;39;89;keinSport;Uebergewicht
w;159;39;48;keinSport;Untergewicht
m;167;39;78;keinSport;Uebergewicht
m;167;39;70;keinSport;Normalgewicht
m;162;39;86;keinSport;Uebergewicht
m;153;39;51;keinSport;Untergewicht
w;148;39;60;Ausdauersport;Normalgewicht
m;161;39;62;keinSport;Normalgewicht
m;159;39;56;keinSport;Normalgewicht
w;155;39;60;Ausdauersport;Normalgewicht
m;162;39;67;Ausdauersport;Normalgewicht
w;161;39;63;Kraftsport;Normalgewicht
m;160;39;50;Kraftsport;Untergewicht
m;159;39;42;Ausdauersport;Untergewicht
w;159;39;87;Ausdauersport;Uebergewicht
m;167;39;55;keinSport;Untergewicht
m;157;39;62;keinSport;Normalgewicht
m;169;39;70;keinSport;Normalgewicht
w;150;39;66;Kraftsport;Normalgewicht
w;146;39;41;keinSport;Untergewicht
w;155;39;39;keinSport;Untergewicht
m;154;39;74;keinSport;Uebergewicht
m;164;39;85;Ausdauersport;Uebergewicht
w;150;39;68;Kraftsport;Normalgewicht
w;155;39;57;Kraftsport;Normalgewicht
w;160;39;53;keinSport;Untergewicht
w;150;39;98;keinSport;Uebergewicht
m;159;39;49;Ausdauersport;Untergewicht
w;157;39;68;Kraftsport;Uebergewicht
w;160;39;73;Ausdauersport;Normalgewicht
w;152;39;47;Ausdauersport;Untergewicht
m;173;39;67;keinSport;Normalgewicht
w;154;39;56;Kraftsport;Normalgewicht
w;157;39;62;keinSport;Normalgewicht
w;155;39;68;keinSport;Uebergewicht
m;159;39;62;keinSport;Normalgewicht
w;147;39;65;Kraftsport;Normalgewicht
w;153;39;68;keinSport;Uebergewicht
m;160;39;59;Kraftsport;Normalgewicht
w;148;39;117;keinSport;Uebergewicht
m;151;39;82;keinSport;Uebergewicht
w;150;39;57;keinSport;Normalgewicht
w;188;39;64;Ausdauersport;Normalgewicht
m;171;39;49;keinSport;Untergewicht
m;169;39;58;Ausdauersport;Untergewicht
m;164;39;62;Kraftsport;Normalgewicht
w;148;39;73;Kraftsport;Uebergewicht
m;162;39;64;keinSport;Normalgewicht
m;151;39;88;keinSport;Uebergewicht
m;152;39;65;Ausdauersport;Normalgewicht
m;163;39;52;keinSport;Untergewicht
w;154;39;65;Ausdauersport;Normalgewicht
w;149;39;61;Kraftsport;Normalgewicht
m;159;39;52;Kraftsport;Untergewicht
w;150;39;110;keinSport;Uebergewicht
m;161;39;70;Kraftsport;Normalgewicht
m;172;39;57;keinSport;Untergewicht
m;165;39;112;keinSport;Uebergewicht
m;151;39;45;Ausdauersport;Untergewicht
m;166;39;71;keinSport;Normalgewicht
w;152;39;99;keinSport;Uebergewicht
w;152;39;55;Ausdauersport;Normalgewicht
w;147;39;56;keinSport;Normalgewicht
w;148;39;107;keinSport;Uebergewicht
w;153;39;100;Ausdauersport;Uebergewicht
w;146;39;46;Kraftsport;Normalgewicht
m;159;39;76;keinSport;Uebergewicht
w;153;39;46;Kraftsport;Untergewicht
w;148;39;44;Kraftsport;Untergewicht
m;169;39;45;Ausdauersport;Untergewicht
m;165;39;63;keinSport;Normalgewicht
w;163;39;49;Ausdauersport;Untergewicht
m;164;39;67;Ausdauersport;Normalgewicht
m;153;39;50;keinSport;Untergewicht
w;149;39;51;keinSport;Normalgewicht
w;154;39;69;Ausdauersport;Normalgewicht
m;169;39;99;keinSport;Uebergewicht
w;147;39;79;keinSport;Uebergewicht
w;152;39;66;keinSport;Uebergewicht
w;148;39;68;Kraftsport;Normalgewicht
w;148;39;64;Ausdauersport;Normalgewicht
w;155;39;63;keinSport;Uebergewicht
m;165;39;68;keinSport;Normalgewicht
m;162;39;73;keinSport;Uebergewicht
w;145;39;110;keinSport;Uebergewicht
w;148;39;67;keinSport;Uebergewicht
w;150;39;60;keinSport;Uebergewicht
m;167;39;77;keinSport;Uebergewicht
m;169;39;50;Ausdauersport;Normalgewicht
m;162;39;49;keinSport;Untergewicht
m;164;39;66;keinSport;Normalgewicht
m;149;39;58;Ausdauersport;Normalgewicht
m;162;39;61;keinSport;Normalgewicht
m;158;39;49;Ausdauersport;Normalgewicht
m;160;39;74;keinSport;Uebergewicht
m;164;39;58;keinSport;Untergewicht
m;174;39;56;Ausdauersport;Untergewicht
w;154;39;51;Ausdauersport;Normalgewicht
w;149;39;56;Ausdauersport;Normalgewicht
w;158;39;46;Ausdauersport;Untergewicht
w;155;39;59;keinSport;Normalgewicht
m;157;39;40;Ausdauersport;Untergewicht
m;156;39;106;keinSport;Uebergewicht
m;158;39;53;keinSport;Untergewicht
m;164;39;57;keinSport;Untergewicht
w;147;39;110;Ausdauersport;Uebergewicht
w;150;39;110;Ausdauersport;Uebergewicht
w;149;39;41;keinSport;Untergewicht
w;164;39;70;keinSport;Uebergewicht
m;169;39;125;keinSport;Uebergewicht
w;152;39;68;keinSport;Uebergewicht
