m;166;77;57;Ausdauersport;Normalgewicht
m;162;77;81;Ausdauersport;Uebergewicht
w;154;77;69;keinSport;Normalgewicht
m;162;77;70;Kraftsport;Normalgewicht
m;167;77;64;keinSport;Untergewicht
w;147;77;50;Ausdauersport;Untergewicht
w;150;77;47;keinSport;Untergewicht
w;153;77;55;keinSport;Untergewicht
w;146;77;63;Ausdauersport;Normalgewicht
m;155;77;127;keinSport;Uebergewicht
m;161;77;60;Kraftsport;Untergewicht
m;167;77;49;keinSport;Untergewicht
m;168;77;84;keinSport;Normalgewicht
w;154;77;66;keinSport;Normalgewicht
w;154;77;76;Kraftsport;Normalgewicht
m;166;77;87;keinSport;Uebergewicht
w;148;77;78;keinSport;Uebergewicht
w;150;77;57;Kraftsport;Normalgewicht
w;151;77;52;Kraftsport;Untergewicht
m;153;77;89;keinSport;Uebergewicht
w;147;77;44;keinSport;Untergewicht
w;156;77;62;keinSport;Normalgewicht
w;149;77;70;Ausdauersport;Uebergewicht
w;158;77;72;Ausdauersport;Normalgewicht
m;156;77;93;Ausdauersport;Uebergewicht
w;153;77;70;Ausdauersport;Normalgewicht
m;169;77;89;keinSport;Uebergewicht
w;151;77;75;Kraftsport;Normalgewicht
m;167;77;60;Kraftsport;Untergewicht
w;154;77;54;Ausdauersport;Normalgewicht
m;161;77;96;keinSport;Uebergewicht
w;156;77;76;keinSport;Uebergewicht
w;144;77;65;keinSport;Uebergewicht
w;151;77;98;keinSport;Uebergewicht
m;162;77;72;keinSport;Normalgewicht
m;149;77;47;Ausdauersport;Untergewicht
w;152;77;87;keinSport;Uebergewicht
m;163;77;84;keinSport;Uebergewicht
m;159;77;64;keinSport;Normalgewicht
w;163;77;73;Ausdauersport;Normalgewicht
m;164;77;83;Ausdauersport;Uebergewicht
w;160;77;96;Kraftsport;Uebergewicht
w;151;77;43;Ausdauersport;Untergewicht
w;152;77;63;Ausdauersport;Normalgewicht
w;145;77;71;Ausdauersport;Uebergewicht
m;156;77;52;keinSport;Untergewicht
m;151;77;60;keinSport;Normalgewicht
m;158;77;59;Ausdauersport;Normalgewicht
m;158;77;76;Kraftsport;Uebergewicht
m;168;77;57;keinSport;Untergewicht
m;156;77;72;Ausdauersport;Normalgewicht
w;150;77;60;keinSport;Normalgewicht
m;155;77;69;Ausdauersport;Normalgewicht
w;153;77;60;keinSport;Normalgewicht
w;150;77;62;keinSport;Normalgewicht
m;165;77;129;keinSport;Uebergewicht
m;165;77;54;Ausdauersport;Normalgewicht
m;170;77;61;keinSport;Untergewicht
m;169;77;51;Kraftsport;Untergewicht
w;150;77;52;keinSport;Untergewicht
w;150;77;50;keinSport;Untergewicht
