m;167;33;65;Ausdauersport;Normalgewicht
m;160;33;68;keinSport;Uebergewicht
m;164;33;50;Ausdauersport;Normalgewicht
w;151;33;47;keinSport;Normalgewicht
w;153;33;61;Ausdauersport;Normalgewicht
m;166;33;62;keinSport;Normalgewicht
m;167;33;68;Ausdauersport;Normalgewicht
w;149;33;64;keinSport;Uebergewicht
w;147;33;55;Ausdauersport;Normalgewicht
w;144;33;93;Kraftsport;Uebergewicht
m;152;33;60;Ausdauersport;Normalgewicht
w;154;33;51;keinSport;Normalgewicht
m;162;33;89;keinSport;Uebergewicht
w;160;33;44;keinSport;Untergewicht
w;146;33;87;keinSport;Uebergewicht
m;168;33;56;keinSport;Untergewicht
w;154;33;49;Ausdauersport;Normalgewicht
w;149;33;59;keinSport;Uebergewicht
m;155;33;50;keinSport;Untergewicht
m;154;33;62;keinSport;Uebergewicht
m;163;33;54;Kraftsport;Untergewicht
w;144;33;59;keinSport;Uebergewicht
w;152;33;103;keinSport;Uebergewicht
w;147;33;51;keinSport;Normalgewicht
m;162;33;80;keinSport;Uebergewicht
w;152;33;56;keinSport;Normalgewicht
m;165;33;57;Ausdauersport;Normalgewicht
m;164;33;55;Ausdauersport;Normalgewicht
w;150;33;77;keinSport;Uebergewicht
m;158;33;69;keinSport;Uebergewicht
m;155;33;73;keinSport;Uebergewicht
w;150;33;52;Ausdauersport;Normalgewicht
w;151;33;86;Ausdauersport;Uebergewicht
m;160;33;44;keinSport;Untergewicht
w;159;33;87;Ausdauersport;Uebergewicht
w;144;33;48;keinSport;Normalgewicht
w;163;33;47;keinSport;Untergewicht
m;154;33;62;keinSport;Uebergewicht
w;154;33;53;keinSport;Normalgewicht
w;153;33;47;Ausdauersport;Normalgewicht
m;159;33;47;keinSport;Untergewicht
w;151;33;49;Kraftsport;Normalgewicht
w;150;33;48;Kraftsport;Normalgewicht
m;163;33;70;keinSport;Uebergewicht
w;154;33;119;keinSport;Uebergewicht
w;148;33;63;keinSport;Uebergewicht
w;148;33;47;Ausdauersport;Normalgewicht
m;160;33;40;Ausdauersport;Untergewicht
w;157;33;39;Ausdauersport;Untergewicht
w;147;33;48;keinSport;Normalgewicht
m;163;33;73;Kraftsport;Normalgewicht
w;151;33;75;keinSport;Uebergewicht
