w;149;80;56;Kraftsport;Normalgewicht
w;152;80;57;keinSport;Untergewicht
m;167;80;90;Kraftsport;Normalgewicht
m;161;80;65;Ausdauersport;Normalgewicht
w;154;80;49;keinSport;Untergewicht
m;171;80;48;Ausdauersport;Untergewicht
w;154;80;70;Ausdauersport;Normalgewicht
w;153;80;55;Ausdauersport;Normalgewicht
w;149;80;56;Kraftsport;Untergewicht
w;144;80;48;Ausdauersport;Untergewicht
m;174;80;79;Ausdauersport;Normalgewicht
m;164;80;96;keinSport;Uebergewicht
m;170;80;75;Ausdauersport;Normalgewicht
w;154;80;43;Ausdauersport;Untergewicht
w;150;80;80;Kraftsport;Uebergewicht
w;155;80;117;keinSport;Uebergewicht
w;153;80;97;keinSport;Uebergewicht
m;150;80;53;keinSport;Untergewicht
w;146;80;52;keinSport;Untergewicht
w;153;80;82;keinSport;Uebergewicht
m;159;80;123;Kraftsport;Uebergewicht
w;146;80;58;Kraftsport;Normalgewicht
w;151;80;55;Ausdauersport;Untergewicht
w;159;80;58;keinSport;Untergewicht
w;154;80;58;Kraftsport;Untergewicht
m;156;80;78;Kraftsport;Normalgewicht
m;152;80;59;Ausdauersport;Normalgewicht
w;150;80;55;keinSport;Untergewicht
m;161;80;56;keinSport;Untergewicht
m;169;80;90;Kraftsport;Normalgewicht
m;163;80;110;keinSport;Uebergewicht
w;150;80;65;keinSport;Normalgewicht
w;153;80;60;Kraftsport;Normalgewicht
w;148;80;42;keinSport;Untergewicht
w;157;80;68;keinSport;Normalgewicht
m;163;80;47;Kraftsport;Normalgewicht
m;157;80;71;Ausdauersport;Normalgewicht
w;153;80;57;Ausdauersport;Normalgewicht
w;159;80;52;keinSport;Untergewicht
w;155;80;47;keinSport;Untergewicht
w;152;80;66;Kraftsport;Normalgewicht
m;174;80;84;Ausdauersport;Normalgewicht
w;154;80;65;Ausdauersport;Normalgewicht
w;150;80;57;keinSport;Normalgewicht
m;164;80;68;keinSport;Normalgewicht
m;153;80;103;Ausdauersport;Uebergewicht
