m;151;74;75;Ausdauersport;Uebergewicht
w;158;74;80;Ausdauersport;Uebergewicht
w;157;74;65;Ausdauersport;Normalgewicht
m;153;74;60;Ausdauersport;Normalgewicht
w;153;74;57;Kraftsport;Normalgewicht
w;157;74;62;Ausdauersport;Normalgewicht
w;160;74;81;Ausdauersport;Uebergewicht
w;160;74;64;Ausdauersport;Normalgewicht
m;164;74;49;Ausdauersport;Normalgewicht
w;156;74;69;keinSport;Normalgewicht
w;154;74;57;keinSport;Untergewicht
w;146;74;45;keinSport;Untergewicht
w;140;74;58;keinSport;Normalgewicht
w;147;74;41;keinSport;Untergewicht
m;162;74;70;keinSport;Normalgewicht
w;159;74;68;keinSport;Normalgewicht
w;151;74;67;Ausdauersport;Normalgewicht
m;167;74;80;Kraftsport;Normalgewicht
m;162;74;73;Ausdauersport;Normalgewicht
w;151;74;66;Kraftsport;Normalgewicht
m;157;74;54;keinSport;Untergewicht
w;154;74;75;Kraftsport;Normalgewicht
w;156;74;85;Ausdauersport;Uebergewicht
m;149;74;67;keinSport;Uebergewicht
w;144;74;72;Kraftsport;Uebergewicht
w;145;74;59;keinSport;Normalgewicht
m;167;74;63;keinSport;Untergewicht
m;165;74;73;Ausdauersport;Normalgewicht
m;162;74;60;keinSport;Untergewicht
w;159;74;68;Ausdauersport;Normalgewicht
m;150;74;63;Kraftsport;Normalgewicht
w;174;74;89;Ausdauersport;Normalgewicht
w;158;74;72;Ausdauersport;Normalgewicht
m;154;74;73;Kraftsport;Normalgewicht
m;163;74;104;Kraftsport;Uebergewicht
m;166;74;74;Ausdauersport;Normalgewicht
w;152;74;48;keinSport;Untergewicht
w;149;74;50;keinSport;Untergewicht
w;151;74;79;Kraftsport;Uebergewicht
w;144;74;83;keinSport;Uebergewicht
w;143;74;42;keinSport;Untergewicht
m;158;74;121;Kraftsport;Uebergewicht
w;169;74;92;Ausdauersport;Uebergewicht
m;154;74;48;Ausdauersport;Untergewicht
w;150;74;63;keinSport;Normalgewicht
w;150;74;81;keinSport;Uebergewicht
m;164;74;130;keinSport;Uebergewicht
m;159;74;61;Ausdauersport;Untergewicht
w;150;74;53;Ausdauersport;Normalgewicht
w;151;74;85;keinSport;Uebergewicht
w;156;74;74;keinSport;Uebergewicht
w;145;74;67;Ausdauersport;Uebergewicht
w;151;74;68;Ausdauersport;Normalgewicht
w;160;74;70;Ausdauersport;Normalgewicht
w;145;74;77;Ausdauersport;Uebergewicht
m;171;74;144;keinSport;Uebergewicht
m;168;74;72;keinSport;Normalgewicht
w;156;74;56;Kraftsport;Untergewicht
w;151;74;58;Ausdauersport;Normalgewicht
w;147;74;71;keinSport;Uebergewicht
m;166;74;56;Kraftsport;Untergewicht
m;164;74;70;keinSport;Normalgewicht
m;160;74;82;Ausdauersport;Uebergewicht
m;153;74;79;Ausdauersport;Uebergewicht
w;149;74;87;keinSport;Uebergewicht
m;160;74;72;keinSport;Normalgewicht
w;145;74;73;Kraftsport;Uebergewicht
w;147;74;116;keinSport;Uebergewicht
w;148;74;58;Ausdauersport;Normalgewicht
m;168;74;71;Ausdauersport;Normalgewicht
w;155;74;75;Kraftsport;Normalgewicht
m;157;74;67;keinSport;Normalgewicht
w;154;74;48;Ausdauersport;Normalgewicht
w;156;74;45;Ausdauersport;Untergewicht
w;160;74;112;Kraftsport;Uebergewicht
m;145;74;47;Ausdauersport;Normalgewicht
w;156;74;62;keinSport;Normalgewicht
m;162;74;75;keinSport;Normalgewicht
w;148;74;52;keinSport;Untergewicht
m;163;74;66;keinSport;Untergewicht
m;166;74;71;Ausdauersport;Normalgewicht
w;162;74;70;Ausdauersport;Normalgewicht
m;164;74;56;keinSport;Untergewicht
m;152;74;89;keinSport;Uebergewicht
w;144;74;70;keinSport;Uebergewicht
w;159;74;76;keinSport;Uebergewicht
w;147;74;95;keinSport;Uebergewicht
m;170;74;57;Ausdauersport;Untergewicht
w;160;74;50;Kraftsport;Untergewicht
w;172;74;110;Kraftsport;Uebergewicht
m;159;74;132;Ausdauersport;Uebergewicht
m;150;74;70;keinSport;Uebergewicht
m;167;74;61;keinSport;Untergewicht
m;169;74;68;keinSport;Untergewicht
w;157;74;55;keinSport;Untergewicht
w;156;74;65;keinSport;Normalgewicht
w;153;74;94;keinSport;Uebergewicht
m;162;74;70;keinSport;Normalgewicht
m;157;74;66;Kraftsport;Normalgewicht
m;161;74;87;Kraftsport;Uebergewicht
m;155;74;57;keinSport;Untergewicht
w;152;74;115;keinSport;Uebergewicht
m;161;74;83;keinSport;Uebergewicht
m;167;74;64;keinSport;Untergewicht
w;153;74;50;Ausdauersport;Normalgewicht
m;164;74;127;Ausdauersport;Uebergewicht
m;165;74;59;Ausdauersport;Normalgewicht
w;149;74;43;Ausdauersport;Normalgewicht
m;170;74;65;keinSport;Untergewicht
m;158;74;69;Ausdauersport;Normalgewicht
w;154;74;77;Ausdauersport;Uebergewicht
m;167;74;66;keinSport;Untergewicht
w;153;74;47;keinSport;Untergewicht
m;161;74;77;keinSport;Normalgewicht
m;174;74;79;Ausdauersport;Normalgewicht
w;156;74;49;Ausdauersport;Normalgewicht
w;155;74;62;keinSport;Normalgewicht
w;155;74;46;keinSport;Untergewicht
m;166;74;67;keinSport;Untergewicht
w;154;74;72;Ausdauersport;Uebergewicht
m;161;74;73;keinSport;Normalgewicht
w;145;74;51;Ausdauersport;Untergewicht
m;161;74;52;Ausdauersport;Normalgewicht
