m;148;71;52;Kraftsport;Untergewicht
w;152;71;60;Ausdauersport;Normalgewicht
m;165;71;59;keinSport;Untergewicht
m;157;71;59;keinSport;Untergewicht
w;151;71;88;keinSport;Uebergewicht
m;152;71;90;keinSport;Uebergewicht
w;154;71;63;keinSport;Normalgewicht
w;157;71;65;keinSport;Normalgewicht
w;192;71;64;keinSport;Untergewicht
m;168;71;62;keinSport;Untergewicht
w;148;71;57;keinSport;Normalgewicht
m;152;71;54;Ausdauersport;Normalgewicht
w;158;71;63;Kraftsport;Normalgewicht
m;163;71;95;keinSport;Uebergewicht
w;149;71;70;Ausdauersport;Uebergewicht
w;152;71;62;keinSport;Normalgewicht
w;151;71;84;keinSport;Uebergewicht
w;149;71;65;Ausdauersport;Normalgewicht
w;158;71;53;keinSport;Untergewicht
m;162;71;62;Kraftsport;Untergewicht
m;162;71;72;keinSport;Normalgewicht
w;152;71;62;keinSport;Normalgewicht
w;157;71;53;Ausdauersport;Normalgewicht
m;163;71;117;Ausdauersport;Uebergewicht
w;146;71;93;keinSport;Uebergewicht
m;162;71;60;Kraftsport;Untergewicht
w;153;71;44;Ausdauersport;Normalgewicht
w;149;71;63;Ausdauersport;Normalgewicht
w;142;71;51;keinSport;Normalgewicht
w;157;71;80;keinSport;Uebergewicht
m;169;71;65;keinSport;Untergewicht
m;164;71;65;Ausdauersport;Normalgewicht
m;178;71;51;keinSport;Untergewicht
w;157;71;52;Ausdauersport;Normalgewicht
w;153;71;124;keinSport;Uebergewicht
w;153;71;110;keinSport;Uebergewicht
m;159;71;65;Ausdauersport;Normalgewicht
w;148;71;69;keinSport;Uebergewicht
w;156;71;56;Kraftsport;Untergewicht
m;160;71;56;Kraftsport;Untergewicht
w;148;71;47;Kraftsport;Normalgewicht
w;148;71;56;Ausdauersport;Normalgewicht
w;152;71;60;Ausdauersport;Normalgewicht
m;155;71;67;keinSport;Normalgewicht
m;165;71;81;keinSport;Normalgewicht
m;153;71;99;keinSport;Uebergewicht
m;163;71;61;Ausdauersport;Untergewicht
w;153;71;107;keinSport;Uebergewicht
w;153;71;128;keinSport;Uebergewicht
m;166;71;52;keinSport;Untergewicht
m;167;71;85;keinSport;Uebergewicht
m;166;71;74;keinSport;Normalgewicht
w;146;71;52;Kraftsport;Normalgewicht
w;158;71;60;Ausdauersport;Normalgewicht
w;150;71;53;keinSport;Untergewicht
w;152;71;54;Ausdauersport;Untergewicht
w;158;71;51;Ausdauersport;Untergewicht
w;149;71;67;Ausdauersport;Uebergewicht
m;159;71;51;keinSport;Untergewicht
m;170;71;93;keinSport;Uebergewicht
m;157;71;71;Ausdauersport;Normalgewicht
m;166;71;79;keinSport;Normalgewicht
w;146;71;56;Ausdauersport;Normalgewicht
w;151;71;54;keinSport;Untergewicht
m;164;71;52;Ausdauersport;Normalgewicht
m;152;71;66;keinSport;Normalgewicht
m;165;71;102;keinSport;Uebergewicht
w;159;71;85;keinSport;Uebergewicht
w;151;71;115;keinSport;Uebergewicht
m;166;71;57;Ausdauersport;Normalgewicht
m;168;71;98;keinSport;Uebergewicht
w;158;71;44;keinSport;Untergewicht
m;156;71;134;keinSport;Uebergewicht
m;170;71;86;keinSport;Normalgewicht
